"","name","month","day","hour","lat","long","status","category","wind","pressure","ts_diameter","hu_diameter"
"1","Alberto",6,30,6,21.7,-83.6,"tropical depression","-1",25,1011,NA,NA
"2","Alberto",6,30,12,21.6,-84.3,"tropical depression","-1",25,1010,NA,NA
"3","Alberto",6,30,18,21.6,-85.2,"tropical depression","-1",30,1008,NA,NA
"4","Alberto",7,1,0,21.5,-85.6,"tropical depression","-1",30,1008,NA,NA
"5","Alberto",7,1,6,22,-86.1,"tropical depression","-1",30,1008,NA,NA
"6","Alberto",7,1,12,22.5,-86.4,"tropical depression","-1",30,1008,NA,NA
"7","Alberto",7,1,18,23,-86.7,"tropical depression","-1",30,1007,NA,NA
"8","Alberto",7,2,0,23.7,-87.1,"tropical storm","0",35,1006,NA,NA
"9","Alberto",7,2,6,24.4,-87.5,"tropical storm","0",35,1005,NA,NA
"10","Alberto",7,2,12,25.5,-87.5,"tropical storm","0",40,1003,NA,NA
"11","Alberto",7,2,18,26.5,-86.9,"tropical storm","0",45,1000,NA,NA
"12","Alberto",7,3,0,27.7,-86.8,"tropical storm","0",45,998,NA,NA
"13","Alberto",7,3,6,28.8,-86.8,"tropical storm","0",50,997,NA,NA
"14","Alberto",7,3,12,29.9,-86.7,"tropical storm","0",55,993,NA,NA
"15","Alberto",7,3,15,30.4,-86.5,"tropical storm","0",55,993,NA,NA
"16","Alberto",7,3,18,30.7,-86.3,"tropical storm","0",45,1000,NA,NA
"17","Alberto",7,4,0,31.2,-86.1,"tropical depression","-1",25,1004,NA,NA
"18","Alberto",7,4,6,31.7,-85.9,"tropical depression","-1",20,1009,NA,NA
"19","Alberto",7,4,12,32.3,-85.5,"tropical depression","-1",20,1011,NA,NA
"20","Alberto",7,4,18,32.7,-85.2,"tropical depression","-1",20,1014,NA,NA
"21","Alberto",7,5,0,33,-85,"tropical depression","-1",20,1014,NA,NA
"22","Alberto",7,5,6,33.2,-84.9,"tropical depression","-1",20,1013,NA,NA
"23","Alberto",7,5,12,33.3,-84.8,"tropical depression","-1",20,1013,NA,NA
"24","Alberto",7,5,18,33.5,-84.6,"tropical depression","-1",20,1012,NA,NA
"25","Alberto",7,6,0,33.4,-84.4,"tropical depression","-1",15,1013,NA,NA
"26","Alberto",7,6,6,33.3,-84.5,"tropical depression","-1",15,1013,NA,NA
"27","Alberto",7,6,12,33.1,-84.8,"tropical depression","-1",15,1013,NA,NA
"28","Alberto",7,6,18,32.8,-85.4,"tropical depression","-1",15,1013,NA,NA
"29","Alberto",7,7,0,32.7,-86.3,"tropical depression","-1",10,1012,NA,NA
"30","Alberto",7,7,6,32.7,-86.6,"tropical depression","-1",10,1012,NA,NA
"31","Alberto",7,7,12,32.8,-86.8,"tropical depression","-1",10,1012,NA,NA
"32","Alberto",7,7,18,33,-87,"tropical depression","-1",10,1013,NA,NA
"33","AL021994",7,20,6,32.2,-78.9,"tropical depression","-1",25,1017,NA,NA
"34","AL021994",7,20,12,33,-79.1,"tropical depression","-1",30,1015,NA,NA
"35","AL021994",7,20,14,33.2,-79.2,"tropical depression","-1",30,1015,NA,NA
"36","AL021994",7,20,18,33.7,-79.7,"tropical depression","-1",25,1016,NA,NA
"37","AL021994",7,21,0,34.4,-80.5,"tropical depression","-1",20,1016,NA,NA
"38","AL021994",7,21,6,35.2,-81,"tropical depression","-1",15,1016,NA,NA
"39","Beryl",8,14,12,28.7,-87.2,"tropical depression","-1",20,1013,NA,NA
"40","Beryl",8,14,18,29.4,-87.3,"tropical depression","-1",25,1012,NA,NA
"41","Beryl",8,15,0,29.5,-86.3,"tropical depression","-1",25,1009,NA,NA
"42","Beryl",8,15,6,29.6,-85.9,"tropical depression","-1",30,1008,NA,NA
"43","Beryl",8,15,12,29.7,-85.6,"tropical storm","0",35,1007,NA,NA
"44","Beryl",8,15,18,29.9,-85.7,"tropical storm","0",45,1004,NA,NA
"45","Beryl",8,16,0,30,-85.6,"tropical storm","0",50,1000,NA,NA
"46","Beryl",8,16,3,30.2,-85.4,"tropical storm","0",50,999,NA,NA
"47","Beryl",8,16,6,30.4,-85.3,"tropical storm","0",50,1003,NA,NA
"48","Beryl",8,16,12,31.3,-85,"tropical depression","-1",30,1004,NA,NA
"49","Beryl",8,16,18,32.3,-84.5,"tropical depression","-1",25,1005,NA,NA
"50","Beryl",8,17,0,33.3,-83.9,"tropical depression","-1",20,1005,NA,NA
"51","Beryl",8,17,6,34.3,-83.5,"tropical depression","-1",15,1006,NA,NA
"52","Beryl",8,17,12,35.5,-82.6,"tropical depression","-1",15,1009,NA,NA
"53","Beryl",8,17,18,37.5,-81.5,"tropical depression","-1",15,1011,NA,NA
"54","Beryl",8,18,0,38.5,-79.6,"tropical depression","-1",15,1011,NA,NA
"55","Beryl",8,18,6,39.5,-77.5,"tropical depression","-1",15,1011,NA,NA
"56","Beryl",8,18,12,41.2,-76,"tropical depression","-1",15,1010,NA,NA
"57","Beryl",8,18,18,41.6,-73.9,"tropical depression","-1",15,1010,NA,NA
"58","Beryl",8,19,0,42,-72,"tropical depression","-1",15,1012,NA,NA
